id,title,text,label,category,source_type,author,publication_date,country,language,word_count,has_source,credibility_score,shares,likes,comments
1541,Government announces new scholarship program for college students,"According to an update shared by relevant organizations, government announces new scholarship program for college students. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Health,Official/Reported,Author_85,2026-04-19,Australia,English,32,True,0.98,18914,70733,11162
1542,Scientists discover a new method to improve solar panel efficiency,"According to an update shared by relevant organizations, scientists discover a new method to improve solar panel efficiency. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Business,Official/Reported,Author_2,2026-01-23,UK,English,34,True,0.89,9317,8344,8679
1543,Local university opens a new artificial intelligence research center,"A recent report discusses local university opens a new artificial intelligence research center. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Science,Official/Reported,Author_50,2026-04-20,USA,English,29,True,0.95,3874,64882,11938
1544,New public transport route launched to connect rural areas,Officials and researchers have reported an update related to new public transport route launched to connect rural areas. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Business,Official/Reported,Author_23,2026-02-13,Australia,English,40,True,0.92,89840,50788,13187
1545,Researchers publish study on reducing plastic waste in cities,"A recent report discusses researchers publish study on reducing plastic waste in cities. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Weather,Official/Reported,Author_122,2026-03-28,UK,English,29,True,0.79,40799,46556,2906
1546,Health department releases updated vaccination schedule,"According to an update shared by relevant organizations, health department releases updated vaccination schedule. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Weather,Official/Reported,Author_65,2026-08-03,USA,English,30,True,0.81,26303,29711,5754
1547,National bank introduces updated digital payment security guidelines,"According to an update shared by relevant organizations, national bank introduces updated digital payment security guidelines. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Technology,Official/Reported,Author_87,2026-08-25,India,English,32,True,0.88,2683,79455,997
1548,Weather department issues rainfall advisory for several regions,"According to an update shared by relevant organizations, weather department issues rainfall advisory for several regions. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Politics,Official/Reported,Author_96,2026-02-06,India,English,32,True,0.98,69362,1653,76
1549,University launches internship program for engineering students,"A recent report discusses university launches internship program for engineering students. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Weather,Official/Reported,Author_79,2026-01-26,Australia,English,27,True,0.89,9104,22600,3088
1550,Technology company releases a software update with security fixes,"According to an update shared by relevant organizations, technology company releases a software update with security fixes. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Entertainment,Official/Reported,Author_47,2026-04-12,India,English,33,True,0.96,20283,78611,6130
1551,Celebrity secretly becomes president of the country overnight,"An unverified internet post claims that celebrity secretly becomes president of the country overnight. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Science,Social Media/Unverified,Author_113,2026-03-17,USA,English,34,False,0.34,58350,3981,10192
1552,Scientists confirm that drinking one glass of water gives superpowers,A viral online claim says that scientists confirm that drinking one glass of water gives superpowers. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Technology,Social Media/Unverified,Author_80,2026-05-04,UK,English,40,False,0.29,77356,67964,2742
1553,Government announces free smartphones for every citizen tomorrow,A viral online claim says that government announces free smartphones for every citizen tomorrow. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Entertainment,Social Media/Unverified,Author_50,2026-03-20,UK,English,38,False,0.38,86319,71829,13627
1554,New app claims it can predict every person's future with 100 percent accuracy,Social media users are circulating a story claiming that new app claims it can predict every person's future with 100 percent accuracy. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Entertainment,Social Media/Unverified,Author_30,2026-02-11,USA,English,37,False,0.18,31395,64330,3085
1555,Internet users discover a hidden button that makes phones charge instantly,Social media users are circulating a story claiming that internet users discover a hidden button that makes phones charge instantly. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Politics,Social Media/Unverified,Author_92,2026-01-16,Australia,English,35,False,0.08,68146,11926,10870
1556,Researchers prove that humans can survive without sleep for one year,"An unverified internet post claims that researchers prove that humans can survive without sleep for one year. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Business,Social Media/Unverified,Author_135,2026-07-25,Australia,English,37,False,0.28,37045,41989,2219
1557,Company announces that its laptop can run for ten years without charging,Social media users are circulating a story claiming that company announces that its laptop can run for ten years without charging. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Education,Social Media/Unverified,Author_75,2026-07-13,Canada,English,36,False,0.18,64296,3128,8048
1558,Social media post claims the moon will disappear for seven days,A viral online claim says that social media post claims the moon will disappear for seven days. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Business,Social Media/Unverified,Author_144,2026-08-20,Canada,English,41,False,0.16,37653,7229,8643
1559,Online message says students can receive guaranteed jobs by sharing one post,A viral online claim says that online message says students can receive guaranteed jobs by sharing one post. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Education,Social Media/Unverified,Author_23,2026-05-19,Australia,English,42,False,0.24,84018,41116,12111
1560,Viral post claims a common household item can completely cure every disease,A viral online claim says that viral post claims a common household item can completely cure every disease. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Politics,Social Media/Unverified,Author_13,2026-05-13,USA,English,42,False,0.17,70495,6877,13496
1561,Government announces new scholarship program for college students,"According to an update shared by relevant organizations, government announces new scholarship program for college students. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Weather,Official/Reported,Author_131,2026-03-17,UK,English,32,True,0.91,5871,28119,1616
1562,Scientists discover a new method to improve solar panel efficiency,"A recent report discusses scientists discover a new method to improve solar panel efficiency. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Science,Official/Reported,Author_57,2026-06-03,USA,English,30,True,0.87,74871,2048,741
1563,Local university opens a new artificial intelligence research center,"A recent report discusses local university opens a new artificial intelligence research center. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Education,Official/Reported,Author_30,2026-05-01,USA,English,29,True,0.91,43362,23212,6388
1564,New public transport route launched to connect rural areas,Officials and researchers have reported an update related to new public transport route launched to connect rural areas. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Business,Official/Reported,Author_103,2026-01-05,USA,English,40,True,0.89,81505,33845,14449
1565,Researchers publish study on reducing plastic waste in cities,"A recent report discusses researchers publish study on reducing plastic waste in cities. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Health,Official/Reported,Author_53,2026-05-14,India,English,29,True,0.85,54226,49436,4556
1566,Health department releases updated vaccination schedule,Officials and researchers have reported an update related to health department releases updated vaccination schedule. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Entertainment,Official/Reported,Author_65,2026-01-21,Canada,English,37,True,0.76,58878,16898,10861
1567,National bank introduces updated digital payment security guidelines,"According to an update shared by relevant organizations, national bank introduces updated digital payment security guidelines. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Education,Official/Reported,Author_19,2026-02-04,USA,English,32,True,0.97,64043,8721,3004
1568,Weather department issues rainfall advisory for several regions,"According to an update shared by relevant organizations, weather department issues rainfall advisory for several regions. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Business,Official/Reported,Author_43,2026-05-22,Canada,English,32,True,0.82,37554,37321,14016
1569,University launches internship program for engineering students,"According to an update shared by relevant organizations, university launches internship program for engineering students. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Health,Official/Reported,Author_28,2026-02-13,USA,English,31,True,0.98,72722,65274,3289
1570,Technology company releases a software update with security fixes,Officials and researchers have reported an update related to technology company releases a software update with security fixes. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Politics,Official/Reported,Author_121,2026-08-04,India,English,40,True,0.8,50874,24184,1369
1571,Celebrity secretly becomes president of the country overnight,"An unverified internet post claims that celebrity secretly becomes president of the country overnight. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Technology,Social Media/Unverified,Author_62,2026-07-20,UK,English,34,False,0.2,18721,57941,9781
1572,Scientists confirm that drinking one glass of water gives superpowers,A viral online claim says that scientists confirm that drinking one glass of water gives superpowers. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Education,Social Media/Unverified,Author_54,2026-06-02,Australia,English,40,False,0.05,20026,44746,14081
1573,Government announces free smartphones for every citizen tomorrow,Social media users are circulating a story claiming that government announces free smartphones for every citizen tomorrow. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Science,Social Media/Unverified,Author_90,2026-08-07,India,English,32,False,0.19,20076,38252,8283
1574,New app claims it can predict every person's future with 100 percent accuracy,A viral online claim says that new app claims it can predict every person's future with 100 percent accuracy. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Education,Social Media/Unverified,Author_48,2026-04-11,Canada,English,43,False,0.06,57751,9099,13818
1575,Internet users discover a hidden button that makes phones charge instantly,A viral online claim says that internet users discover a hidden button that makes phones charge instantly. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Health,Social Media/Unverified,Author_143,2026-03-05,Australia,English,41,False,0.39,7443,14601,11219
1576,Researchers prove that humans can survive without sleep for one year,A viral online claim says that researchers prove that humans can survive without sleep for one year. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Weather,Social Media/Unverified,Author_133,2026-01-20,USA,English,41,False,0.3,42170,48550,629
1577,Company announces that its laptop can run for ten years without charging,A viral online claim says that company announces that its laptop can run for ten years without charging. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Technology,Social Media/Unverified,Author_60,2026-01-13,India,English,42,False,0.25,50803,74316,1960
1578,Social media post claims the moon will disappear for seven days,A viral online claim says that social media post claims the moon will disappear for seven days. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Politics,Social Media/Unverified,Author_145,2026-02-01,Canada,English,41,False,0.38,84523,50605,4627
1579,Online message says students can receive guaranteed jobs by sharing one post,"An unverified internet post claims that online message says students can receive guaranteed jobs by sharing one post. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Weather,Social Media/Unverified,Author_116,2026-04-22,Canada,English,38,False,0.26,45249,59640,7850
1580,Viral post claims a common household item can completely cure every disease,A viral online claim says that viral post claims a common household item can completely cure every disease. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Entertainment,Social Media/Unverified,Author_138,2026-06-08,USA,English,42,False,0.15,95820,22857,6364
1581,Government announces new scholarship program for college students,"A recent report discusses government announces new scholarship program for college students. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Science,Official/Reported,Author_95,2026-01-14,UK,English,28,True,0.78,60294,53793,11643
1582,Scientists discover a new method to improve solar panel efficiency,"According to an update shared by relevant organizations, scientists discover a new method to improve solar panel efficiency. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Education,Official/Reported,Author_103,2026-03-27,UK,English,34,True,0.8,53198,55204,14477
1583,Local university opens a new artificial intelligence research center,"A recent report discusses local university opens a new artificial intelligence research center. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Entertainment,Official/Reported,Author_116,2026-08-13,Canada,English,29,True,0.84,42740,52287,2180
1584,New public transport route launched to connect rural areas,"According to an update shared by relevant organizations, new public transport route launched to connect rural areas. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Education,Official/Reported,Author_63,2026-04-23,USA,English,33,True,0.89,95601,47638,14751
1585,Researchers publish study on reducing plastic waste in cities,"A recent report discusses researchers publish study on reducing plastic waste in cities. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Weather,Official/Reported,Author_96,2026-05-07,Canada,English,29,True,0.78,14250,71154,10686
1586,Health department releases updated vaccination schedule,"A recent report discusses health department releases updated vaccination schedule. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Health,Official/Reported,Author_106,2026-01-07,USA,English,26,True,0.83,20551,50374,8478
1587,National bank introduces updated digital payment security guidelines,"A recent report discusses national bank introduces updated digital payment security guidelines. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Science,Official/Reported,Author_114,2026-01-23,USA,English,28,True,0.84,87434,22594,4478
1588,Weather department issues rainfall advisory for several regions,"According to an update shared by relevant organizations, weather department issues rainfall advisory for several regions. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Science,Official/Reported,Author_103,2026-04-05,Canada,English,32,True,0.83,32214,17117,12494
1589,University launches internship program for engineering students,"A recent report discusses university launches internship program for engineering students. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Business,Official/Reported,Author_136,2026-01-22,India,English,27,True,0.94,11249,2818,142
1590,Technology company releases a software update with security fixes,Officials and researchers have reported an update related to technology company releases a software update with security fixes. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Business,Official/Reported,Author_24,2026-06-12,USA,English,40,True,0.93,27929,40317,13773
1591,Celebrity secretly becomes president of the country overnight,A viral online claim says that celebrity secretly becomes president of the country overnight. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Business,Social Media/Unverified,Author_81,2026-08-16,UK,English,38,False,0.3,37986,39751,1662
1592,Scientists confirm that drinking one glass of water gives superpowers,"An unverified internet post claims that scientists confirm that drinking one glass of water gives superpowers. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Science,Social Media/Unverified,Author_39,2026-03-14,India,English,36,False,0.24,81050,53702,2593
1593,Government announces free smartphones for every citizen tomorrow,"An unverified internet post claims that government announces free smartphones for every citizen tomorrow. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Entertainment,Social Media/Unverified,Author_72,2026-04-04,USA,English,34,False,0.37,12733,5166,2221
1594,New app claims it can predict every person's future with 100 percent accuracy,Social media users are circulating a story claiming that new app claims it can predict every person's future with 100 percent accuracy. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Entertainment,Social Media/Unverified,Author_98,2026-08-06,India,English,37,False,0.26,47508,57799,9582
1595,Internet users discover a hidden button that makes phones charge instantly,"An unverified internet post claims that internet users discover a hidden button that makes phones charge instantly. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Science,Social Media/Unverified,Author_115,2026-01-16,Australia,English,37,False,0.17,44545,11147,14524
1596,Researchers prove that humans can survive without sleep for one year,Social media users are circulating a story claiming that researchers prove that humans can survive without sleep for one year. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Technology,Social Media/Unverified,Author_46,2026-03-20,UK,English,35,False,0.29,19603,14550,12959
1597,Company announces that its laptop can run for ten years without charging,"An unverified internet post claims that company announces that its laptop can run for ten years without charging. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Education,Social Media/Unverified,Author_83,2026-05-23,India,English,38,False,0.17,64857,2096,10188
1598,Social media post claims the moon will disappear for seven days,"An unverified internet post claims that social media post claims the moon will disappear for seven days. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Weather,Social Media/Unverified,Author_44,2026-06-28,UK,English,37,False,0.12,36742,68219,14815
1599,Online message says students can receive guaranteed jobs by sharing one post,A viral online claim says that online message says students can receive guaranteed jobs by sharing one post. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Entertainment,Social Media/Unverified,Author_82,2026-03-02,USA,English,42,False,0.3,34496,58847,7093
1600,Viral post claims a common household item can completely cure every disease,Social media users are circulating a story claiming that viral post claims a common household item can completely cure every disease. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Politics,Social Media/Unverified,Author_70,2026-08-22,India,English,36,False,0.17,4122,17129,14287
1601,Government announces new scholarship program for college students,"According to an update shared by relevant organizations, government announces new scholarship program for college students. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Politics,Official/Reported,Author_147,2026-01-10,Canada,English,32,True,0.8,61629,49814,6363
1602,Scientists discover a new method to improve solar panel efficiency,Officials and researchers have reported an update related to scientists discover a new method to improve solar panel efficiency. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Health,Official/Reported,Author_97,2026-06-12,Australia,English,41,True,0.95,55651,53376,11588
1603,Local university opens a new artificial intelligence research center,"A recent report discusses local university opens a new artificial intelligence research center. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Science,Official/Reported,Author_89,2026-05-18,USA,English,29,True,0.87,34963,10924,14964
1604,New public transport route launched to connect rural areas,"A recent report discusses new public transport route launched to connect rural areas. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Technology,Official/Reported,Author_82,2026-02-01,USA,English,29,True,0.94,14041,31850,1219
1605,Researchers publish study on reducing plastic waste in cities,Officials and researchers have reported an update related to researchers publish study on reducing plastic waste in cities. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Business,Official/Reported,Author_17,2026-03-19,USA,English,40,True,0.94,9894,1269,11847
1606,Health department releases updated vaccination schedule,Officials and researchers have reported an update related to health department releases updated vaccination schedule. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Business,Official/Reported,Author_19,2026-03-19,Canada,English,37,True,0.9,43381,13876,10036
1607,National bank introduces updated digital payment security guidelines,Officials and researchers have reported an update related to national bank introduces updated digital payment security guidelines. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Politics,Official/Reported,Author_36,2026-04-24,India,English,39,True,0.79,94153,12009,62
1608,Weather department issues rainfall advisory for several regions,"A recent report discusses weather department issues rainfall advisory for several regions. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Education,Official/Reported,Author_54,2026-01-23,India,English,28,True,0.84,81989,69385,3156
1609,University launches internship program for engineering students,"A recent report discusses university launches internship program for engineering students. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Education,Official/Reported,Author_127,2026-03-16,UK,English,27,True,0.93,77579,8035,7250
1610,Technology company releases a software update with security fixes,Officials and researchers have reported an update related to technology company releases a software update with security fixes. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Politics,Official/Reported,Author_21,2026-03-07,UK,English,40,True,0.78,71050,75428,3102
1611,Celebrity secretly becomes president of the country overnight,"An unverified internet post claims that celebrity secretly becomes president of the country overnight. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Technology,Social Media/Unverified,Author_20,2026-04-06,UK,English,34,False,0.31,29857,21294,6466
1612,Scientists confirm that drinking one glass of water gives superpowers,"An unverified internet post claims that scientists confirm that drinking one glass of water gives superpowers. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Health,Social Media/Unverified,Author_106,2026-05-07,Canada,English,36,False,0.14,45198,31563,8692
1613,Government announces free smartphones for every citizen tomorrow,A viral online claim says that government announces free smartphones for every citizen tomorrow. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Health,Social Media/Unverified,Author_73,2026-03-03,India,English,38,False,0.07,45128,7922,10155
1614,New app claims it can predict every person's future with 100 percent accuracy,Social media users are circulating a story claiming that new app claims it can predict every person's future with 100 percent accuracy. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Technology,Social Media/Unverified,Author_115,2026-01-24,India,English,37,False,0.16,47389,79369,11111
1615,Internet users discover a hidden button that makes phones charge instantly,A viral online claim says that internet users discover a hidden button that makes phones charge instantly. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Health,Social Media/Unverified,Author_82,2026-08-12,Canada,English,41,False,0.18,39363,64110,5135
1616,Researchers prove that humans can survive without sleep for one year,"An unverified internet post claims that researchers prove that humans can survive without sleep for one year. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Education,Social Media/Unverified,Author_59,2026-03-02,UK,English,37,False,0.19,60518,42520,13045
1617,Company announces that its laptop can run for ten years without charging,Social media users are circulating a story claiming that company announces that its laptop can run for ten years without charging. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Entertainment,Social Media/Unverified,Author_119,2026-08-05,USA,English,36,False,0.31,50546,55002,401
1618,Social media post claims the moon will disappear for seven days,A viral online claim says that social media post claims the moon will disappear for seven days. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Business,Social Media/Unverified,Author_98,2026-03-13,UK,English,41,False,0.05,86749,22651,2474
1619,Online message says students can receive guaranteed jobs by sharing one post,"An unverified internet post claims that online message says students can receive guaranteed jobs by sharing one post. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Science,Social Media/Unverified,Author_56,2026-02-01,Canada,English,38,False,0.22,35516,44217,3240
1620,Viral post claims a common household item can completely cure every disease,A viral online claim says that viral post claims a common household item can completely cure every disease. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Entertainment,Social Media/Unverified,Author_101,2026-03-10,Australia,English,42,False,0.15,24906,63776,9942
1621,Government announces new scholarship program for college students,"According to an update shared by relevant organizations, government announces new scholarship program for college students. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Entertainment,Official/Reported,Author_111,2026-07-28,USA,English,32,True,0.87,87276,7837,5789
1622,Scientists discover a new method to improve solar panel efficiency,Officials and researchers have reported an update related to scientists discover a new method to improve solar panel efficiency. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Technology,Official/Reported,Author_83,2026-08-20,UK,English,41,True,0.78,68005,64784,13166
1623,Local university opens a new artificial intelligence research center,Officials and researchers have reported an update related to local university opens a new artificial intelligence research center. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Weather,Official/Reported,Author_126,2026-01-10,USA,English,40,True,0.83,40722,56234,10020
1624,New public transport route launched to connect rural areas,Officials and researchers have reported an update related to new public transport route launched to connect rural areas. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Science,Official/Reported,Author_136,2026-05-11,UK,English,40,True,0.94,16804,48444,9262
1625,Researchers publish study on reducing plastic waste in cities,"A recent report discusses researchers publish study on reducing plastic waste in cities. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Technology,Official/Reported,Author_5,2026-08-12,Canada,English,29,True,0.81,42765,30602,14911
1626,Health department releases updated vaccination schedule,"A recent report discusses health department releases updated vaccination schedule. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Entertainment,Official/Reported,Author_72,2026-06-19,UK,English,26,True,0.92,16673,42188,12805
1627,National bank introduces updated digital payment security guidelines,"According to an update shared by relevant organizations, national bank introduces updated digital payment security guidelines. The report focuses on the available information and encourages readers to verify details through reliable sources.",REAL,Education,Official/Reported,Author_61,2026-04-16,Australia,English,32,True,0.86,2552,41090,8371
1628,Weather department issues rainfall advisory for several regions,Officials and researchers have reported an update related to weather department issues rainfall advisory for several regions. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Weather,Official/Reported,Author_38,2026-06-03,Australia,English,39,True,0.87,78993,34871,1096
1629,University launches internship program for engineering students,"A recent report discusses university launches internship program for engineering students. The development has attracted public attention, while further details are expected from relevant authorities and organizations.",REAL,Weather,Official/Reported,Author_50,2026-05-23,USA,English,27,True,0.84,7746,62099,4040
1630,Technology company releases a software update with security fixes,Officials and researchers have reported an update related to technology company releases a software update with security fixes. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Politics,Official/Reported,Author_84,2026-06-27,Australia,English,40,True,0.87,19162,35755,5243
1631,Celebrity secretly becomes president of the country overnight,Social media users are circulating a story claiming that celebrity secretly becomes president of the country overnight. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Business,Social Media/Unverified,Author_138,2026-04-27,USA,English,32,False,0.39,78336,79314,1972
1632,Scientists confirm that drinking one glass of water gives superpowers,Social media users are circulating a story claiming that scientists confirm that drinking one glass of water gives superpowers. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Politics,Social Media/Unverified,Author_50,2026-05-08,Canada,English,34,False,0.2,1440,39087,4276
1633,Government announces free smartphones for every citizen tomorrow,A viral online claim says that government announces free smartphones for every citizen tomorrow. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Science,Social Media/Unverified,Author_76,2026-01-01,Canada,English,38,False,0.08,60950,19353,7318
1634,New app claims it can predict every person's future with 100 percent accuracy,"An unverified internet post claims that new app claims it can predict every person's future with 100 percent accuracy. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Weather,Social Media/Unverified,Author_143,2026-03-20,Canada,English,39,False,0.32,14132,35860,7470
1635,Internet users discover a hidden button that makes phones charge instantly,Social media users are circulating a story claiming that internet users discover a hidden button that makes phones charge instantly. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Education,Social Media/Unverified,Author_117,2026-05-06,Australia,English,35,False,0.09,2232,16246,858
1636,Researchers prove that humans can survive without sleep for one year,Social media users are circulating a story claiming that researchers prove that humans can survive without sleep for one year. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Entertainment,Social Media/Unverified,Author_95,2026-03-11,Canada,English,35,False,0.24,82439,56924,10589
1637,Company announces that its laptop can run for ten years without charging,Social media users are circulating a story claiming that company announces that its laptop can run for ten years without charging. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Weather,Social Media/Unverified,Author_46,2026-06-20,India,English,36,False,0.28,42479,74141,12394
1638,Social media post claims the moon will disappear for seven days,"An unverified internet post claims that social media post claims the moon will disappear for seven days. No dependable evidence is provided in the message, so the information should not be treated as confirmed without further verification.",FAKE,Politics,Social Media/Unverified,Author_131,2026-01-24,USA,English,37,False,0.22,8909,18343,2483
1639,Online message says students can receive guaranteed jobs by sharing one post,A viral online claim says that online message says students can receive guaranteed jobs by sharing one post. The post provides dramatic details but does not identify a reliable official source or independent evidence. Readers should verify the claim before sharing it.,FAKE,Science,Social Media/Unverified,Author_61,2026-02-25,UK,English,42,False,0.39,44333,10642,6760
1640,Viral post claims a common household item can completely cure every disease,Social media users are circulating a story claiming that viral post claims a common household item can completely cure every disease. The claim appears sensational and should be checked against trustworthy news organizations and official statements.,FAKE,Technology,Social Media/Unverified,Author_127,2026-07-18,India,English,36,False,0.23,84134,51908,11380
1641,Government announces new scholarship program for college students,Officials and researchers have reported an update related to government announces new scholarship program for college students. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Technology,Official/Reported,Author_54,2026-08-06,India,English,39,True,0.93,34187,29810,3920
1642,Scientists discover a new method to improve solar panel efficiency,Officials and researchers have reported an update related to scientists discover a new method to improve solar panel efficiency. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Politics,Official/Reported,Author_14,2026-04-16,India,English,41,True,0.76,99431,30500,2500
1643,Local university opens a new artificial intelligence research center,Officials and researchers have reported an update related to local university opens a new artificial intelligence research center. The information is being discussed through formal announcements and available reports. Readers are advised to check the original source for complete details.,REAL,Business,Official/Reported,Author_83,2026-07-25,Canada,English,40,True,0.75,37973,64522,385
